source,target,neurosymbolic_score,confidence_label,path_distance,known_positive,ontology_path,explanation
Challenge,Stash,0.08533001434915168,Weak,9,False,Challenge --subClassOf--> GameElementResource --domain(rev)--> has_title --range--> string --range(rev)--> has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic 'Challenge' (neuro-symbolic score: 0.085 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [Challenge --subClassOf--> GameElementResource --domain(rev)--> has_title --range--> string --range(rev)--> has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
Badge,Stash,0.08533001434915168,Weak,9,False,Badge --subClassOf--> GameElementResource --domain(rev)--> has_title --range--> string --range(rev)--> has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic 'Badge' (neuro-symbolic score: 0.085 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [Badge --subClassOf--> GameElementResource --domain(rev)--> has_title --range--> string --range(rev)--> has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
Hint,Stash,0.08533001434915168,Weak,9,False,Hint --subClassOf--> GameElementResource --domain(rev)--> has_title --range--> string --range(rev)--> has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic 'Hint' (neuro-symbolic score: 0.085 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [Hint --subClassOf--> GameElementResource --domain(rev)--> has_title --range--> string --range(rev)--> has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
Achievement,Stash,0.08533001434915168,Weak,9,False,Achievement --subClassOf--> GameElementResource --domain(rev)--> has_title --range--> string --range(rev)--> has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic 'Achievement' (neuro-symbolic score: 0.085 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [Achievement --subClassOf--> GameElementResource --domain(rev)--> has_title --range--> string --range(rev)--> has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
_:b95,BLockGame,0.08526175879437058,Weak,11,False,_:b95 --rest--> _:b97 --rest--> _:b99 --rest--> _:b101 --rest--> _:b103 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic '_:b95' (neuro-symbolic score: 0.085 — Weak confidence, novel). The ontology weakly supports this recommendation through 10 intermediate concept(s) (confidence: 0.07, path length: 11). Ontological path: [_:b95 --rest--> _:b97 --rest--> _:b99 --rest--> _:b101 --rest--> _:b103 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
Global,Tiny_stash,0.08511456789455915,Weak,11,False,Global --subClassOf--> UnderstandingPole --range(rev)--> hasUnderstandingPole --domain--> Person --range(rev)--> isComposedOf --domain--> Audience --range(rev)--> hasTargetAudience --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Variables --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic 'Global' (neuro-symbolic score: 0.085 — Weak confidence, novel). The ontology weakly supports this recommendation through 10 intermediate concept(s) (confidence: 0.07, path length: 11). Ontological path: [Global --subClassOf--> UnderstandingPole --range(rev)--> hasUnderstandingPole --domain--> Person --range(rev)--> isComposedOf --domain--> Audience --range(rev)--> hasTargetAudience --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Variables --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
Active,Tiny_stash,0.08511456789455915,Weak,11,False,Active --subClassOf--> ProcessingPole --range(rev)--> hasProcessingPole --domain--> Person --range(rev)--> isComposedOf --domain--> Audience --range(rev)--> hasTargetAudience --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Variables --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic 'Active' (neuro-symbolic score: 0.085 — Weak confidence, novel). The ontology weakly supports this recommendation through 10 intermediate concept(s) (confidence: 0.07, path length: 11). Ontological path: [Active --subClassOf--> ProcessingPole --range(rev)--> hasProcessingPole --domain--> Person --range(rev)--> isComposedOf --domain--> Audience --range(rev)--> hasTargetAudience --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Variables --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
Film,BLockGame,0.08502132302992976,Weak,9,False,Film --subClassOf--> Document --first(rev)--> _:b54 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'Film' (neuro-symbolic score: 0.085 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [Film --subClassOf--> Document --first(rev)--> _:b54 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
_:b93,BLockGame,0.08501928268588183,Weak,11,False,_:b93 --first--> _:b94 --propertyPredicate--> hasExperience --domain--> Teacher --domain(rev)--> designLesson --range--> Lesson --range(rev)--> consists_of --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic '_:b93' (neuro-symbolic score: 0.085 — Weak confidence, novel). The ontology weakly supports this recommendation through 10 intermediate concept(s) (confidence: 0.07, path length: 11). Ontological path: [_:b93 --first--> _:b94 --propertyPredicate--> hasExperience --domain--> Teacher --domain(rev)--> designLesson --range--> Lesson --range(rev)--> consists_of --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
n,BLockGame,0.08494554261495443,Weak,11,False,n --domain--> Error2 --domain(rev)--> created_at --domain--> Resource --domain(rev)--> has_duration --range--> nonNegativeInteger --range(rev)--> has_TotalCompletionHours --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'n' (neuro-symbolic score: 0.085 — Weak confidence, novel). The ontology weakly supports this recommendation through 10 intermediate concept(s) (confidence: 0.07, path length: 11). Ontological path: [n --domain--> Error2 --domain(rev)--> created_at --domain--> Resource --domain(rev)--> has_duration --range--> nonNegativeInteger --range(rev)--> has_TotalCompletionHours --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
_:b91,BLockGame,0.08476448610359229,Weak,11,False,_:b91 --rest(rev)--> _:b89 --first--> _:b90 --classPredicate--> Teacher --domain(rev)--> has_PlayingStyle --range--> string --range(rev)--> has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic '_:b91' (neuro-symbolic score: 0.085 — Weak confidence, novel). The ontology weakly supports this recommendation through 10 intermediate concept(s) (confidence: 0.07, path length: 11). Ontological path: [_:b91 --rest(rev)--> _:b89 --first--> _:b90 --classPredicate--> Teacher --domain(rev)--> has_PlayingStyle --range--> string --range(rev)--> has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
Verbal,BLockGame,0.08476239989132729,Weak,10,False,Verbal --subClassOf--> InputPole --classPredicate(rev)--> _:b233 --first(rev)--> _:b231 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'Verbal' (neuro-symbolic score: 0.085 — Weak confidence, novel). The ontology weakly supports this recommendation through 9 intermediate concept(s) (confidence: 0.07, path length: 10). Ontological path: [Verbal --subClassOf--> InputPole --classPredicate(rev)--> _:b233 --first(rev)--> _:b231 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
Intuitive,BLockGame,0.08476239989132729,Weak,10,False,Intuitive --subClassOf--> PerceptionPole --classPredicate(rev)--> _:b238 --first(rev)--> _:b236 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'Intuitive' (neuro-symbolic score: 0.085 — Weak confidence, novel). The ontology weakly supports this recommendation through 9 intermediate concept(s) (confidence: 0.07, path length: 10). Ontological path: [Intuitive --subClassOf--> PerceptionPole --classPredicate(rev)--> _:b238 --first(rev)--> _:b236 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
Reflective,bonusPoints,0.08475139818150308,Weak,10,False,Reflective --subClassOf--> ProcessingPole --range(rev)--> hasProcessingPole --domain--> Person --domain(rev)--> has_PlayingStyle --domain--> Teacher --range(rev)--> isRelevantFor --domain--> GamifiedResource --classPredicate(rev)--> _:b129 --argument1--> gr --containsGameElement--> bonusPoints,"The game element 'bonusPoints' is proposed as an exploratory suggestion for the topic 'Reflective' (neuro-symbolic score: 0.085 — Weak confidence, novel). The ontology weakly supports this recommendation through 9 intermediate concept(s) (confidence: 0.07, path length: 10). Ontological path: [Reflective --subClassOf--> ProcessingPole --range(rev)--> hasProcessingPole --domain--> Person --domain(rev)--> has_PlayingStyle --domain--> Teacher --range(rev)--> isRelevantFor --domain--> GamifiedResource --classPredicate(rev)--> _:b129 --argument1--> gr --containsGameElement--> bonusPoints]. 'bonusPoints' is an element related to 'bonusPoints'."
Sequential,bonusPoints,0.08475139818150308,Weak,10,False,Sequential --subClassOf--> UnderstandingPole --range(rev)--> hasUnderstandingPole --domain--> Person --domain(rev)--> has_PlayingStyle --domain--> Teacher --range(rev)--> isRelevantFor --domain--> GamifiedResource --classPredicate(rev)--> _:b129 --argument1--> gr --containsGameElement--> bonusPoints,"The game element 'bonusPoints' is proposed as an exploratory suggestion for the topic 'Sequential' (neuro-symbolic score: 0.085 — Weak confidence, novel). The ontology weakly supports this recommendation through 9 intermediate concept(s) (confidence: 0.07, path length: 10). Ontological path: [Sequential --subClassOf--> UnderstandingPole --range(rev)--> hasUnderstandingPole --domain--> Person --domain(rev)--> has_PlayingStyle --domain--> Teacher --range(rev)--> isRelevantFor --domain--> GamifiedResource --classPredicate(rev)--> _:b129 --argument1--> gr --containsGameElement--> bonusPoints]. 'bonusPoints' is an element related to 'bonusPoints'."
Bill,BLockGame,0.08474300400898276,Weak,9,False,Bill --subClassOf--> Resource --domain(rev)--> hasName --range--> string --range(rev)--> has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'Bill' (neuro-symbolic score: 0.085 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [Bill --subClassOf--> Resource --domain(rev)--> hasName --range--> string --range(rev)--> has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
Error3,bonusPoints,0.08466587502788225,Weak,9,False,Error3 --domain(rev)--> has_bag --range--> Resource --domain(rev)--> hasName --range--> string --range(rev)--> has_Purpose --domain--> GamifiedResource --classPredicate(rev)--> _:b129 --argument1--> gr --containsGameElement--> bonusPoints,"The game element 'bonusPoints' is proposed as an exploratory suggestion for the topic 'Error3' (neuro-symbolic score: 0.085 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [Error3 --domain(rev)--> has_bag --range--> Resource --domain(rev)--> hasName --range--> string --range(rev)--> has_Purpose --domain--> GamifiedResource --classPredicate(rev)--> _:b129 --argument1--> gr --containsGameElement--> bonusPoints]. 'bonusPoints' is an element related to 'bonusPoints'."
_:b11,bonusPoints,0.08466587502788225,Weak,9,False,_:b11 --unionOf--> _:b23 --first--> _:b24 --intersectionOf--> _:b26 --rest--> _:b28 --rest--> nil --rest(rev)--> _:b150 --first--> _:b154 --argument1--> gr --containsGameElement--> bonusPoints,"The game element 'bonusPoints' is proposed as an exploratory suggestion for the topic '_:b11' (neuro-symbolic score: 0.085 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [_:b11 --unionOf--> _:b23 --first--> _:b24 --intersectionOf--> _:b26 --rest--> _:b28 --rest--> nil --rest(rev)--> _:b150 --first--> _:b154 --argument1--> gr --containsGameElement--> bonusPoints]. 'bonusPoints' is an element related to 'bonusPoints'."
VCard,Level_Up,0.08459824945621965,Weak,10,False,VCard --domain(rev)--> n --domain--> Error2 --domain(rev)--> created_at --domain--> Document --first(rev)--> _:b54 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up,"The game element 'Level_Up' is proposed as an exploratory suggestion for the topic 'VCard' (neuro-symbolic score: 0.085 — Weak confidence, novel). The ontology weakly supports this recommendation through 9 intermediate concept(s) (confidence: 0.07, path length: 10). Ontological path: [VCard --domain(rev)--> n --domain--> Error2 --domain(rev)--> created_at --domain--> Document --first(rev)--> _:b54 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
has_answer,BLockGame,0.08456994773269991,Weak,9,False,has_answer --range--> Document --first(rev)--> _:b54 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'has_answer' (neuro-symbolic score: 0.085 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [has_answer --range--> Document --first(rev)--> _:b54 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
has_target,BLockGame,0.0845699414742122,Weak,9,False,has_target --domain--> Document --first(rev)--> _:b54 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'has_target' (neuro-symbolic score: 0.085 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [has_target --domain--> Document --first(rev)--> _:b54 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
has_body_for_annotation,BLockGame,0.0845699414742122,Weak,9,False,has_body_for_annotation --range--> Document --first(rev)--> _:b54 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'has_body_for_annotation' (neuro-symbolic score: 0.085 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [has_body_for_annotation --range--> Document --first(rev)--> _:b54 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
hasPedagogicalExperience,Level_Up,0.08455240333035405,Weak,10,False,hasPedagogicalExperience --subPropertyOf--> hasExperience --domain--> Teacher --domain(rev)--> designLesson --range--> Lesson --range(rev)--> consists_of --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Polymorphism --contains--> Overloading --containsGameElement--> Level_Up,"The game element 'Level_Up' is proposed as an exploratory suggestion for the topic 'hasPedagogicalExperience' (neuro-symbolic score: 0.085 — Weak confidence, novel). The ontology weakly supports this recommendation through 9 intermediate concept(s) (confidence: 0.07, path length: 10). Ontological path: [hasPedagogicalExperience --subPropertyOf--> hasExperience --domain--> Teacher --domain(rev)--> designLesson --range--> Lesson --range(rev)--> consists_of --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Polymorphism --contains--> Overloading --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
n,bonusPoints,0.08449615397926233,Weak,9,False,n --domain--> Error2 --domain(rev)--> created_at --domain--> Document --first(rev)--> _:b54 --rest--> nil --rest(rev)--> _:b150 --first--> _:b154 --argument1--> gr --containsGameElement--> bonusPoints,"The game element 'bonusPoints' is proposed as an exploratory suggestion for the topic 'n' (neuro-symbolic score: 0.084 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [n --domain--> Error2 --domain(rev)--> created_at --domain--> Document --first(rev)--> _:b54 --rest--> nil --rest(rev)--> _:b150 --first--> _:b154 --argument1--> gr --containsGameElement--> bonusPoints]. 'bonusPoints' is an element related to 'bonusPoints'."
hasPreResource,Tiny_stash,0.08446171894527238,Weak,9,False,hasPreResource --range--> Resource --domain(rev)--> topic --domain--> Document --first(rev)--> _:b54 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic 'hasPreResource' (neuro-symbolic score: 0.084 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [hasPreResource --range--> Resource --domain(rev)--> topic --domain--> Document --first(rev)--> _:b54 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
cites,Tiny_stash,0.08445091782388271,Weak,9,False,cites --range--> Resource --domain(rev)--> topic --domain--> Document --first(rev)--> _:b54 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic 'cites' (neuro-symbolic score: 0.084 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [cites --range--> Resource --domain(rev)--> topic --domain--> Document --first(rev)--> _:b54 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
greaterThan,Stash,0.08444163781760738,Weak,9,False,greaterThan --builtin(rev)--> _:b104 --first(rev)--> _:b103 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic 'greaterThan' (neuro-symbolic score: 0.084 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [greaterThan --builtin(rev)--> _:b104 --first(rev)--> _:b103 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
wasAssociatedWith,Tiny_stash,0.08440855806654916,Weak,9,False,wasAssociatedWith --range--> Agent --domain(rev)--> hasObjective --propertyPredicate(rev)--> _:b280 --argument2--> o --first(rev)--> _:b71 --rest--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic 'wasAssociatedWith' (neuro-symbolic score: 0.084 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [wasAssociatedWith --range--> Agent --domain(rev)--> hasObjective --propertyPredicate(rev)--> _:b280 --argument2--> o --first(rev)--> _:b71 --rest--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
issuer,Tiny_stash,0.08440855806654916,Weak,9,False,issuer --range--> Agent --domain(rev)--> hasObjective --propertyPredicate(rev)--> _:b280 --argument2--> o --first(rev)--> _:b71 --rest--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic 'issuer' (neuro-symbolic score: 0.084 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [issuer --range--> Agent --domain(rev)--> hasObjective --propertyPredicate(rev)--> _:b280 --argument2--> o --first(rev)--> _:b71 --rest--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
distributor,Tiny_stash,0.08440855806654916,Weak,9,False,distributor --range--> Agent --domain(rev)--> hasObjective --propertyPredicate(rev)--> _:b280 --argument2--> o --first(rev)--> _:b71 --rest--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic 'distributor' (neuro-symbolic score: 0.084 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [distributor --range--> Agent --domain(rev)--> hasObjective --propertyPredicate(rev)--> _:b280 --argument2--> o --first(rev)--> _:b71 --rest--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
translator,Tiny_stash,0.08440855806654916,Weak,9,False,translator --range--> Agent --domain(rev)--> hasObjective --propertyPredicate(rev)--> _:b280 --argument2--> o --first(rev)--> _:b71 --rest--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic 'translator' (neuro-symbolic score: 0.084 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [translator --range--> Agent --domain(rev)--> hasObjective --propertyPredicate(rev)--> _:b280 --argument2--> o --first(rev)--> _:b71 --rest--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
editor,Tiny_stash,0.08440855806654916,Weak,9,False,editor --range--> Agent --domain(rev)--> hasObjective --propertyPredicate(rev)--> _:b280 --argument2--> o --first(rev)--> _:b71 --rest--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic 'editor' (neuro-symbolic score: 0.084 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [editor --range--> Agent --domain(rev)--> hasObjective --propertyPredicate(rev)--> _:b280 --argument2--> o --first(rev)--> _:b71 --rest--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
accountServiceHomepage,BLockGame,0.08429106874672108,Weak,9,False,accountServiceHomepage --range--> Resource --domain(rev)--> hasName --range--> string --range(rev)--> has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'accountServiceHomepage' (neuro-symbolic score: 0.084 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [accountServiceHomepage --range--> Resource --domain(rev)--> hasName --range--> string --range(rev)--> has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
